,precision,recall,f1-score,support
Tomato___Bacterial_spot,1.0,0.00909090909090909,0.018018018018018018,110.0
Tomato___Late_blight,0.348,0.8877551020408163,0.5,98.0
Tomato___healthy,0.0,0.0,0.0,106.0
micro avg,0.3384615384615385,0.2802547770700637,0.30662020905923343,314.0
macro avg,0.4493333333333333,0.29894867037724177,0.1726726726726727,314.0
weighted avg,0.4589299363057324,0.2802547770700637,0.16236299994261777,314.0
