,precision,recall,f1-score,support
Tomato___Bacterial_spot,1.0,0.01818181818181818,0.03571428571428571,110.0
Tomato___Late_blight,0.3345724907063197,0.9183673469387755,0.4904632152588556,98.0
Tomato___healthy,0.0,0.0,0.0,106.0
micro avg,0.33454545454545453,0.2929936305732484,0.31239388794567063,314.0
macro avg,0.4448574969021066,0.3121830550401979,0.17539250032438045,314.0
weighted avg,0.4547391849975138,0.2929936305732484,0.16558588064948815,314.0
