,precision,recall,f1-score,support
Tomato___Bacterial_spot,1.0,0.00909090909090909,0.018018018018018018,110.0
Tomato___Late_blight,0.325,0.7959183673469388,0.46153846153846156,98.0
Tomato___healthy,0.0,0.0,0.0,106.0
micro avg,0.3172690763052209,0.2515923566878981,0.28063943161634103,314.0
macro avg,0.44166666666666665,0.2683364254792826,0.15985215985215986,314.0
weighted avg,0.4517515923566879,0.2515923566878981,0.15035908029538603,314.0
