,precision,recall,f1-score,support
Tomato___Bacterial_spot,0.5,0.01818181818181818,0.03508771929824561,110.0
Tomato___Late_blight,0.3319838056680162,0.8367346938775511,0.4753623188405797,98.0
Tomato___healthy,0.0,0.0,0.0,106.0
micro avg,0.32432432432432434,0.267515923566879,0.2931937172774869,314.0
macro avg,0.2773279352226721,0.2849721706864564,0.17015001271294175,314.0
weighted avg,0.27877201578173755,0.267515923566879,0.16065336423306953,314.0
