,precision,recall,f1-score,support
Tomato___Bacterial_spot,0.0,0.0,0.0,110.0
Tomato___Late_blight,0.3481781376518219,0.8775510204081632,0.4985507246376812,98.0
Tomato___healthy,0.0,0.0,0.0,106.0
micro avg,0.3481781376518219,0.27388535031847133,0.3065953654188948,314.0
macro avg,0.11605937921727395,0.2925170068027211,0.16618357487922705,314.0
weighted avg,0.1086670620696769,0.27388535031847133,0.15559863380411706,314.0
